record_id,case_id,legacy_case_id,incident_cluster_id,title,field,field_label,applicability,v2_state,v3_primary_state,v3_boundary_inclusive_state,new_state,primary_supported_components,boundary_inclusive_supported_components,boundary_components,primary_component_count,boundary_inclusive_component_count,source_url,source_locator,source_snapshot,source_hash,url_status,source_relationship,source_provenance_status,v3_analysis_note,v4_primary_state,v4_boundary_state,v4_minimal_core_state,v4_state_rule,v4_analysis_note,legacy_v4_primary_state,legacy_v4_boundary_state,v5_primary_state,v5_boundary_state,v5_primary_state_label,v5_boundary_state_label,v5_state_definition,v5_review_method,inherited_incident_cluster_id,canonical_cluster_id,v6_primary_state,v6_boundary_state,v6_state_definition,non_recovery_cause_status
V25R013,AIID13,AIID13,CL013,"Facebook’s ""Tag Suggestions"" Allegedly Stored Biometric Data without User Consent",follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,122,CL013,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R013,AIID13,AIID13,CL013,"Facebook’s ""Tag Suggestions"" Allegedly Stored Biometric Data without User Consent",closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,122,CL013,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R014,AIID14,AIID14,CL014,Biased Google Image Results,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,53,CL014,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R014,AIID14,AIID14,CL014,Biased Google Image Results,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,53,CL014,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R014,AIID14,AIID14,CL014,Biased Google Image Results,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,53,CL014,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R015,AIID15,AIID15,CL015,Google Image Showed Racially Biased Results for “Professional” Hairstyles,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,332,CL015,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R015,AIID15,AIID15,CL015,Google Image Showed Racially Biased Results for “Professional” Hairstyles,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,332,CL015,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R015,AIID15,AIID15,CL015,Google Image Showed Racially Biased Results for “Professional” Hairstyles,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,332,CL015,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R016,AIID16,AIID16,CL016,Inefficiencies in the United States Resident Matching Program,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,42,CL016,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R016,AIID16,AIID16,CL016,Inefficiencies in the United States Resident Matching Program,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,42,CL016,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
